soil,group,object_id,n_voxels,diameter_um,elongation,flatness,near_planar,near_linear,sphericity,sphericity_method,pore_contact_fraction,centroid_z_um,centroid_y_um,centroid_x_um,cluster_id,archetype_id
bnei_reem,bnei_reem,107,384741,1353.5849659172368,2.6026445881696567,1.6042795355060013,False,False,0.2601353914080512,marching_cubes,0.863603219564181,2739.4300824241764,6659.080431143104,3752.0140800100485,3,3
bnei_reem,bnei_reem,222,37075,620.5685358605874,1.2913407499654013,1.4049813573801886,False,False,0.41620613267944245,marching_cubes,0.38619402985074625,762.451403682886,7019.87350618031,5231.12869837416,2,4
bnei_reem,bnei_reem,308,12912,436.61019395760235,1.1498436152543392,1.6045236598957235,False,False,0.568859081484342,marching_cubes,0.4015015015015015,1037.5521278100991,3412.29574457675,9095.234397142194,4,1
bnei_reem,bnei_reem,346,99399,862.0981318662468,1.4813259676819224,1.424458032003716,False,False,0.37143628065999384,marching_cubes,0.3950352130263224,1816.6206767366978,7883.109874514362,3970.593118435588,2,4
bnei_reem,bnei_reem,361,38626,629.1042381858765,2.3748913761723434,1.7872172348154691,False,False,0.3547374856440776,marching_cubes,0.8952432335221653,1678.3891411543777,4582.269407400922,298.9606665345622,3,3
bnei_reem,bnei_reem,435,16056,469.50672658540606,1.6104797544744942,3.065702087764929,False,False,0.25814101604010886,marching_cubes,0.641994546162836,1982.4047813779896,7144.638420790047,5723.752670027155,1,5
bnei_reem,bnei_reem,524,35350,610.7908254108005,1.993649779283499,1.1941838081912475,False,False,0.2778719036851537,marching_cubes,0.6031323414252153,2829.3068877618953,9412.870162200084,7184.7403917575675,2,4
bnei_reem,bnei_reem,543,8832,384.69427131843344,1.8255337036007138,2.94556299604945,False,False,0.3244238572631999,marching_cubes,0.4477714285714286,2719.334077000906,4794.368275759058,122.06133474649003,1,5
bnei_reem,bnei_reem,553,9443,393.3683029324232,1.8752054730219267,1.3559443870084888,False,False,0.6021127667898724,marching_cubes,0.5696152320507735,2449.451419824632,4956.29989395584,1737.8219852688765,4,1
bnei_reem,bnei_reem,568,21065,513.9843000386595,2.0782124828794806,1.3073695225585582,False,False,0.3969897325430196,marching_cubes,0.4099321406539173,2785.210433772846,8158.693907162972,6714.837172400855,2,4
bnei_reem,bnei_reem,607,15917,468.1479266950221,1.5211447287728204,1.8565692820585478,False,False,0.5266845740455616,marching_cubes,0.4468136661012842,2533.592736036753,3861.649214984984,601.98688060049,4,1
bnei_reem,bnei_reem,822,8881,385.40438855615645,2.1495087408548965,2.778569235075989,False,False,0.2661293571318349,marching_cubes,0.24920127795527156,3860.5782647058886,1612.6958976788649,9704.167444329805,1,5
bnei_reem,bnei_reem,828,9970,400.55401106233114,2.055217245481855,1.608849561342674,False,False,0.5464702240548919,marching_cubes,0.4702009702009702,3464.3017136275826,2358.8494089385154,1290.8854405215648,4,1
bnei_reem,bnei_reem,843,12040,426.55155340351587,2.4459985786741876,2.6890190826871363,False,False,0.3815390923298499,marching_cubes,0.7122271667726213,3442.1803713873755,4170.607042236378,475.1023106648671,1,5
bnei_reem,bnei_reem,898,10070,401.8887560515383,1.1643255631913734,1.76341231292917,False,False,0.3263129599340719,marching_cubes,0.28533916849015317,3683.2515816370405,1823.1496887210526,8508.427117990666,2,4
bnei_reem,bnei_reem,1003,51012,690.2188502388295,1.3726258741411828,2.8755556233556074,False,False,0.47011988196824145,marching_cubes,0.7119507739640419,4164.469736450483,4152.829418519133,4662.195216818866,0,0
bnei_reem,bnei_reem,1039,8345,377.4894448154535,1.2419080188965888,1.2780451570700233,False,False,0.563403472353806,marching_cubes,0.7534524776604387,3988.1738275695625,5933.667089099581,1147.107859440623,4,1
bnei_reem,bnei_reem,1053,52516,696.9365569081904,3.2482789954946285,1.1823256216456712,False,False,0.3151102662066193,marching_cubes,0.6456486042692939,4363.413553794082,1812.3076852217039,6028.067628229359,3,3
bnei_reem,bnei_reem,1156,14199,450.6595914519151,1.4125341627807615,1.4292546982291077,False,False,0.3658311376740591,marching_cubes,0.5921972764078027,4710.700711785689,4759.378566960138,201.7176174840482,2,4
bnei_reem,bnei_reem,1164,9180,389.6819226413035,1.9715046745447131,1.1554913385640566,False,False,0.559078661705186,marching_cubes,0.4126679462571977,4676.312790781591,6598.810645573856,4306.93493865817,4,1
bnei_reem,bnei_reem,1189,76657,790.5814839117091,2.7586456083987785,1.6248181197697185,False,False,0.3742328639739687,marching_cubes,0.845752743588189,5399.885356240657,7698.9074363493355,8065.050043025947,3,3
bnei_reem,bnei_reem,1301,11824,423.98533890296886,2.291153276395796,1.135520728127868,False,False,0.5492540906654535,marching_cubes,0.5415007656967841,5384.471194958813,7374.435565936739,5705.722271677436,4,1
bnei_reem,bnei_reem,1411,61748,735.5920000621168,1.5905449807912402,1.7175278282324848,False,False,0.2113047788782283,marching_cubes,0.685094873160936,6673.882044353906,6281.301705038528,7966.645501081233,0,0
bnei_reem,bnei_reem,1413,19311,499.3031280807452,1.6005090315925592,1.785098355752822,False,False,0.35879746667503526,marching_cubes,0.750259528399822,6218.795654999844,3043.5404077486924,3760.536033795971,0,0
bnei_reem,bnei_reem,1517,368429,1334.1785928260451,1.30202680579281,2.1990992766163697,False,False,0.23029266086039485,marching_cubes,0.7881479212923972,7053.030453403795,5642.267720403179,5601.898835929721,0,0
bnei_reem,bnei_reem,1532,9996,400.9019002099324,1.2804348491581783,1.6138539008142694,False,False,0.3565141074904402,marching_cubes,0.8566737039643444,6579.079457182373,5705.9855504420775,8951.550502485596,0,0
bnei_reem,bnei_reem,1543,16915,477.73460370184836,2.720759915326547,1.4826789085803254,False,False,0.4112657751951799,marching_cubes,0.5397987191216834,6763.799081171446,9542.40043277919,1390.9337100565178,3,3
bnei_reem,bnei_reem,1596,31450,587.4482064444803,4.165479812778839,1.5726389080036625,False,False,0.3321608149090054,marching_cubes,0.813745504034218,7265.90619620884,502.1749405267726,954.1711632206996,3,3
bnei_reem,bnei_reem,1653,27682,562.9828782245705,1.8365559467192212,1.7150388241597931,False,False,0.30622998231186427,marching_cubes,0.911720245893379,7093.722295123257,4433.547037801388,8310.904568470667,0,0
bnei_reem,bnei_reem,1664,9100,388.54664476562374,2.471619180405582,1.029490137445829,False,False,0.41590042419561735,marching_cubes,0.6733507701249637,6930.152904769121,3818.075288475165,7416.70663892044,3,3
bnei_reem,bnei_reem,1717,8642,381.91564807918877,1.2219229285396362,1.57519512586267,False,False,0.250513663414569,marching_cubes,0.6031232146257856,7395.071721273433,9414.83432049919,9581.771294622426,0,0
bnei_reem,bnei_reem,1732,8650,382.03345965389485,1.9709263822499294,2.40508045241217,False,False,0.3288394885605658,marching_cubes,0.5587162654996353,7232.392072261503,8187.126411353063,3164.6811465031215,1,5
bnei_reem,bnei_reem,1809,11470,419.7111481693816,1.9320689330764123,1.4754415998905897,False,False,0.29789148957827355,marching_cubes,0.4562695636162769,7851.2676135925885,7052.825506368178,9034.30203278021,2,4
bnei_reem,bnei_reem,1832,10468,407.11515575483855,2.162187490777016,1.5052357271980172,False,False,0.4400129570948899,marching_cubes,0.1950038236043844,7704.767496198223,9634.357259368553,2836.5900794572026,2,4
bnei_reem,bnei_reem,2048,53175,699.8396300507953,2.3424152222466583,2.3017354368650635,False,False,0.30253105258234125,marching_cubes,0.5205980695224276,8256.50429870302,3647.2297407776023,1830.380946060442,1,5
bnei_reem,bnei_reem,2133,29201,573.0976228070518,1.4758954509639906,1.6287126779497705,False,False,0.25558487547046066,marching_cubes,0.3940101127965772,8859.601891015343,6698.969662193829,9521.77620252988,2,4
bnei_reem,bnei_reem,2239,19121,497.66018815334326,1.741169765284584,1.8306701691487999,False,False,0.5938974087746591,marching_cubes,0.5692948090107738,8712.838233294024,3063.3197440862405,1896.0553906285759,4,1
bnei_reem,bnei_reem,2284,20844,512.1805164994244,2.4469506292318637,1.4641095599929326,False,False,0.2925796068511244,marching_cubes,0.8615276476101218,9198.130371217376,6688.14142048556,8175.710169221166,3,3
bnei_reem,bnei_reem,2327,12878,436.22662839934185,1.8401232233222338,1.2614289030026429,False,False,0.4550081321239368,marching_cubes,0.5104088286932531,9028.742037463193,8364.665709712455,4007.6442505542786,4,1
bnei_reem,bnei_reem,2423,14507,453.89482991007856,1.2237465961739835,1.7638823897446356,False,False,0.28105619790559483,marching_cubes,0.7201854803651645,9317.554468392638,5757.7803615092025,6428.011048846626,0,0
