soil,group,object_id,n_voxels,diameter_um,elongation,flatness,near_planar,near_linear,sphericity,sphericity_method,pore_contact_fraction,centroid_z_um,centroid_y_um,centroid_x_um,cluster_id,archetype_id
bnei_reem,bnei_reem,36,6183,341.5826323989991,1.7999352505760893,1.0804892353487558,False,False,0.4681709791916823,marching_cubes,0.535972754363559,152.519710065017,7772.304278358079,2215.439279646612,0,0
bnei_reem,bnei_reem,45,5991,338.0096807033591,1.3782323464523258,1.4653523132780866,False,False,0.36606127090118384,marching_cubes,0.4386856368563686,179.39336933750627,9272.67598348022,8165.356521522117,0,0
bnei_reem,bnei_reem,46,4332,303.38365667812394,1.194728730919804,3.0051048507283586,False,False,0.4337895678957966,marching_cubes,0.11106175033318526,217.0277790565559,9511.798084030472,45.26360750877193,0,0
bnei_reem,bnei_reem,106,4328,303.29025037398196,1.2465264296489695,2.1621755388745116,False,False,0.46574394384976975,marching_cubes,0.20021130480718435,296.8767936788355,9664.300018092654,8797.001661794593,0,0
bnei_reem,bnei_reem,107,384741,1353.5849659172368,2.6026445881696567,1.6042795355060013,False,False,0.2601353914080512,marching_cubes,0.863603219564181,2739.4300824241764,6659.080431143104,3752.0140800100485,1,0
bnei_reem,bnei_reem,119,4703,311.8083146331936,1.7226773311333075,1.739154336977892,False,False,0.5548917669403568,marching_cubes,0.9179019384264538,296.01931295747397,7988.052981055496,1189.1325859070807,0,0
bnei_reem,bnei_reem,222,37075,620.5685358605874,1.2913407499654013,1.4049813573801886,False,False,0.41620613267944245,marching_cubes,0.38619402985074625,762.451403682886,7019.87350618031,5231.12869837416,0,0
bnei_reem,bnei_reem,236,6951,355.17724025719843,1.7573902262713361,1.975795360375457,False,False,0.33643182555658196,marching_cubes,0.46961170512099043,1025.6338391348008,9630.451725412602,9475.482555510718,1,0
bnei_reem,bnei_reem,247,5776,333.9169209515965,1.7432749784957864,1.802702889781733,False,False,0.46968746680643175,marching_cubes,0.6586799276672695,827.254581579813,7697.920128681961,5767.726094115824,0,0
bnei_reem,bnei_reem,304,5954,337.312401839425,1.4692551445281221,1.618540547865005,False,False,0.6238094751278017,marching_cubes,0.2904841402337229,972.1149636024522,8844.08684266409,831.646655298119,0,0
bnei_reem,bnei_reem,308,12912,436.61019395760235,1.1498436152543392,1.6045236598957235,False,False,0.568859081484342,marching_cubes,0.4015015015015015,1037.5521278100991,3412.29574457675,9095.234397142194,0,0
bnei_reem,bnei_reem,314,5651,331.4905366155544,2.1290413618375017,1.513818286393388,False,False,0.363826395268922,marching_cubes,0.6615440907427735,1137.664813344187,7739.864530094497,3473.945319759689,1,0
bnei_reem,bnei_reem,346,99399,862.0981318662468,1.4813259676819224,1.424458032003716,False,False,0.37143628065999384,marching_cubes,0.3950352130263224,1816.6206767366978,7883.109874514362,3970.593118435588,0,0
bnei_reem,bnei_reem,351,4677,311.232653579504,1.0985853283836498,2.4491799804192427,False,False,0.4417572801753284,marching_cubes,0.6353824495541999,1368.4388656350227,448.92043100876634,84.03226511631388,0,0
bnei_reem,bnei_reem,361,38626,629.1042381858765,2.3748913761723434,1.7872172348154691,False,False,0.3547374856440776,marching_cubes,0.8952432335221653,1678.3891411543777,4582.269407400922,298.9606665345622,1,0
bnei_reem,bnei_reem,433,6509,347.483448401045,1.6733375989180495,1.7244140183277852,False,False,0.47905142775521103,marching_cubes,0.592814371257485,1849.65963904271,8785.26394453357,6332.425015459671,0,0
bnei_reem,bnei_reem,435,16056,469.50672658540606,1.6104797544744942,3.065702087764929,False,False,0.25814101604010886,marching_cubes,0.641994546162836,1982.4047813779896,7144.638420790047,5723.752670027155,1,0
bnei_reem,bnei_reem,490,4983,317.87740670344533,1.3857819808074974,1.5049649712837014,False,False,0.4329124582834831,marching_cubes,0.15477252453166815,2107.326772426851,2039.7493401770018,7349.633511353803,0,0
bnei_reem,bnei_reem,524,35350,610.7908254108005,1.993649779283499,1.1941838081912475,False,False,0.2778719036851537,marching_cubes,0.6031323414252153,2829.3068877618953,9412.870162200084,7184.7403917575675,1,0
bnei_reem,bnei_reem,543,8832,384.69427131843344,1.8255337036007138,2.94556299604945,False,False,0.3244238572631999,marching_cubes,0.4477714285714286,2719.334077000906,4794.368275759058,122.06133474649003,1,0
bnei_reem,bnei_reem,553,9443,393.3683029324232,1.8752054730219267,1.3559443870084888,False,False,0.6021127667898724,marching_cubes,0.5696152320507735,2449.451419824632,4956.29989395584,1737.8219852688765,0,0
bnei_reem,bnei_reem,568,21065,513.9843000386595,2.0782124828794806,1.3073695225585582,False,False,0.3969897325430196,marching_cubes,0.4099321406539173,2785.210433772846,8158.693907162972,6714.837172400855,0,0
bnei_reem,bnei_reem,607,15917,468.1479266950221,1.5211447287728204,1.8565692820585478,False,False,0.5266845740455616,marching_cubes,0.4468136661012842,2533.592736036753,3861.649214984984,601.98688060049,0,0
bnei_reem,bnei_reem,673,6215,342.17090352710386,1.2450648039937866,2.0354121820147046,False,False,0.47840299069746334,marching_cubes,0.7686091025095704,2831.3668213325827,352.7629570136766,201.4316066598552,0,0
bnei_reem,bnei_reem,822,8881,385.40438855615645,2.1495087408548965,2.778569235075989,False,False,0.2661293571318349,marching_cubes,0.24920127795527156,3860.5782647058886,1612.6958976788649,9704.167444329805,1,0
bnei_reem,bnei_reem,828,9970,400.55401106233114,2.055217245481855,1.608849561342674,False,False,0.5464702240548919,marching_cubes,0.4702009702009702,3464.3017136275826,2358.8494089385154,1290.8854405215648,0,0
bnei_reem,bnei_reem,843,12040,426.55155340351587,2.4459985786741876,2.6890190826871363,False,False,0.3815390923298499,marching_cubes,0.7122271667726213,3442.1803713873755,4170.607042236378,475.1023106648671,1,0
bnei_reem,bnei_reem,898,10070,401.8887560515383,1.1643255631913734,1.76341231292917,False,False,0.3263129599340719,marching_cubes,0.28533916849015317,3683.2515816370405,1823.1496887210526,8508.427117990666,0,0
bnei_reem,bnei_reem,924,6796,352.51734372888507,2.2052318089902396,1.4251100948968305,False,False,0.46562881634234327,marching_cubes,0.4726443768996961,3607.604257781195,1211.9992374248088,5985.220576791201,0,0
bnei_reem,bnei_reem,1003,51012,690.2188502388295,1.3726258741411828,2.8755556233556074,False,False,0.47011988196824145,marching_cubes,0.7119507739640419,4164.469736450483,4152.829418519133,4662.195216818866,0,0
bnei_reem,bnei_reem,1039,8345,377.4894448154535,1.2419080188965888,1.2780451570700233,False,False,0.563403472353806,marching_cubes,0.7534524776604387,3988.1738275695625,5933.667089099581,1147.107859440623,0,0
bnei_reem,bnei_reem,1053,52516,696.9365569081904,3.2482789954946285,1.1823256216456712,False,False,0.3151102662066193,marching_cubes,0.6456486042692939,4363.413553794082,1812.3076852217039,6028.067628229359,1,0
bnei_reem,bnei_reem,1156,14199,450.6595914519151,1.4125341627807615,1.4292546982291077,False,False,0.3658311376740591,marching_cubes,0.5921972764078027,4710.700711785689,4759.378566960138,201.7176174840482,0,0
bnei_reem,bnei_reem,1164,9180,389.6819226413035,1.9715046745447131,1.1554913385640566,False,False,0.559078661705186,marching_cubes,0.4126679462571977,4676.312790781591,6598.810645573856,4306.93493865817,0,0
bnei_reem,bnei_reem,1189,76657,790.5814839117091,2.7586456083987785,1.6248181197697185,False,False,0.3742328639739687,marching_cubes,0.845752743588189,5399.885356240657,7698.9074363493355,8065.050043025947,1,0
bnei_reem,bnei_reem,1194,6067,339.432974999528,1.4603272762117554,1.2065571615539754,False,False,0.6905070796263992,marching_cubes,0.6014362657091562,4747.966233043514,6016.043770641998,6205.581667871106,0,0
bnei_reem,bnei_reem,1301,11824,423.98533890296886,2.291153276395796,1.135520728127868,False,False,0.5492540906654535,marching_cubes,0.5415007656967841,5384.471194958813,7374.435565936739,5705.722271677436,0,0
bnei_reem,bnei_reem,1308,4881,315.69349619792,1.3775642655803955,1.4889184563966722,False,False,0.43699031856034143,marching_cubes,0.780360531309298,5413.160715493752,607.4092296047942,8554.169174626306,0,0
bnei_reem,bnei_reem,1345,5178,321.9709687385972,1.2619973533703503,2.05045520224845,False,False,0.5881397114573047,marching_cubes,0.6336913510457886,5673.12703616377,193.38546671378913,367.005383673426,0,0
bnei_reem,bnei_reem,1395,5277,324.0099871910462,1.3558793804232514,1.919548895184706,False,False,0.4115009758682433,marching_cubes,0.6611744824672582,5976.949649010802,3746.950238096646,4362.354304432253,0,0
bnei_reem,bnei_reem,1411,61748,735.5920000621168,1.5905449807912402,1.7175278282324848,False,False,0.2113047788782283,marching_cubes,0.685094873160936,6673.882044353906,6281.301705038528,7966.645501081233,1,0
bnei_reem,bnei_reem,1413,19311,499.3031280807452,1.6005090315925592,1.785098355752822,False,False,0.35879746667503526,marching_cubes,0.750259528399822,6218.795654999844,3043.5404077486924,3760.536033795971,1,0
bnei_reem,bnei_reem,1431,4542,308.20882908509134,1.4123394966915421,1.4622906691037927,False,False,0.5448882619156366,marching_cubes,0.3907637655417407,6094.954862299868,3015.393228698371,4297.103450319243,0,0
bnei_reem,bnei_reem,1461,5630,331.0794033523779,1.7690782180528632,1.6033562913453618,False,False,0.36569269977780444,marching_cubes,0.3994883040935672,6184.377594284192,6032.697579618118,2192.7260437397867,0,0
bnei_reem,bnei_reem,1517,368429,1334.1785928260451,1.30202680579281,2.1990992766163697,False,False,0.23029266086039485,marching_cubes,0.7881479212923972,7053.030453403795,5642.267720403179,5601.898835929721,1,0
bnei_reem,bnei_reem,1521,5361,325.7201564073099,1.806559455235458,1.3615412310910215,False,False,0.45582975023634215,marching_cubes,0.46946216955332726,6512.524119641298,3067.2072999703414,2914.1447834816267,0,0
bnei_reem,bnei_reem,1532,9996,400.9019002099324,1.2804348491581783,1.6138539008142694,False,False,0.3565141074904402,marching_cubes,0.8566737039643444,6579.079457182373,5705.9855504420775,8951.550502485596,1,0
bnei_reem,bnei_reem,1543,16915,477.73460370184836,2.720759915326547,1.4826789085803254,False,False,0.4112657751951799,marching_cubes,0.5397987191216834,6763.799081171446,9542.40043277919,1390.9337100565178,1,0
bnei_reem,bnei_reem,1596,31450,587.4482064444803,4.165479812778839,1.5726389080036625,False,False,0.3321608149090054,marching_cubes,0.813745504034218,7265.90619620884,502.1749405267726,954.1711632206996,1,0
bnei_reem,bnei_reem,1636,5448,327.4726733546601,2.250851987242379,1.3305560288032854,False,False,0.4303919858809405,marching_cubes,0.7151793160967473,6861.49712161876,2941.689462782489,4986.2967767520195,1,0
bnei_reem,bnei_reem,1653,27682,562.9828782245705,1.8365559467192212,1.7150388241597931,False,False,0.30622998231186427,marching_cubes,0.911720245893379,7093.722295123257,4433.547037801388,8310.904568470667,1,0
bnei_reem,bnei_reem,1664,9100,388.54664476562374,2.471619180405582,1.029490137445829,False,False,0.41590042419561735,marching_cubes,0.6733507701249637,6930.152904769121,3818.075288475165,7416.70663892044,1,0
bnei_reem,bnei_reem,1692,5884,335.9852822196776,1.1371002700494737,1.167427701301899,False,False,0.45705606374030955,marching_cubes,0.9135853759867054,7053.947532826139,3953.6864516852484,8421.826517977735,0,0
bnei_reem,bnei_reem,1695,5790,334.1864884134586,2.841746661009693,1.5022942884670862,False,False,0.2788815221649579,marching_cubes,0.3375358166189112,7349.933112237305,7571.582982331261,9240.159142182038,1,0
bnei_reem,bnei_reem,1717,8642,381.91564807918877,1.2219229285396362,1.57519512586267,False,False,0.250513663414569,marching_cubes,0.6031232146257856,7395.071721273433,9414.83432049919,9581.771294622426,1,0
bnei_reem,bnei_reem,1727,6731,351.38986334425795,1.3364993892545194,1.2588914881836355,False,False,0.39995444979592143,marching_cubes,0.7395074575095387,7191.030425884267,3806.6014725401874,9493.572239780122,0,0
bnei_reem,bnei_reem,1732,8650,382.03345965389485,1.9709263822499294,2.40508045241217,False,False,0.3288394885605658,marching_cubes,0.5587162654996353,7232.392072261503,8187.126411353063,3164.6811465031215,1,0
bnei_reem,bnei_reem,1747,5122,320.8060551913295,1.5046066077723568,1.8809158657044462,False,False,0.4989678095003824,marching_cubes,0.47719118400820093,7140.99635295041,4977.609967000976,3279.4185572723545,0,0
bnei_reem,bnei_reem,1809,11470,419.7111481693816,1.9320689330764123,1.4754415998905897,False,False,0.29789148957827355,marching_cubes,0.4562695636162769,7851.2676135925885,7052.825506368178,9034.30203278021,1,0
bnei_reem,bnei_reem,1832,10468,407.11515575483855,2.162187490777016,1.5052357271980172,False,False,0.4400129570948899,marching_cubes,0.1950038236043844,7704.767496198223,9634.357259368553,2836.5900794572026,0,0
bnei_reem,bnei_reem,1880,5413,326.76989704731125,1.818784447242516,1.8953580556102907,False,False,0.4188015945921393,marching_cubes,0.5220255249073693,7606.419543048956,9659.042925033807,2239.832889835027,0,0
bnei_reem,bnei_reem,1993,7040,356.68670230479887,2.6905092913824045,1.7782618753870696,False,False,0.32775840287993424,marching_cubes,0.6412982652490207,8017.926945086222,3701.6915993167613,4586.743004376421,1,0
bnei_reem,bnei_reem,2048,53175,699.8396300507953,2.3424152222466583,2.3017354368650635,False,False,0.30253105258234125,marching_cubes,0.5205980695224276,8256.50429870302,3647.2297407776023,1830.380946060442,1,0
bnei_reem,bnei_reem,2126,4350,303.80327499532234,2.489134295696159,1.7640830391010551,False,False,0.49606134291593185,marching_cubes,0.7357541899441341,8345.417379747816,5653.649262473104,7395.6734629600005,1,0
bnei_reem,bnei_reem,2133,29201,573.0976228070518,1.4758954509639906,1.6287126779497705,False,False,0.25558487547046066,marching_cubes,0.3940101127965772,8859.601891015343,6698.969662193829,9521.77620252988,1,0
bnei_reem,bnei_reem,2139,4331,303.3603104943705,1.884615783498898,2.119880236576581,False,False,0.40974742452478646,marching_cubes,0.8427073403241182,8444.218027556455,6808.145438035327,8252.25006204664,1,0
bnei_reem,bnei_reem,2221,6248,342.77544701644183,2.5593328080686106,3.0760090569168366,False,False,0.2852084787695391,marching_cubes,0.7540248086566377,8853.3601896234,4712.361149578105,4872.395549736716,1,0
bnei_reem,bnei_reem,2239,19121,497.66018815334326,1.741169765284584,1.8306701691487999,False,False,0.5938974087746591,marching_cubes,0.5692948090107738,8712.838233294024,3063.3197440862405,1896.0553906285759,0,0
bnei_reem,bnei_reem,2284,20844,512.1805164994244,2.4469506292318637,1.4641095599929326,False,False,0.2925796068511244,marching_cubes,0.8615276476101218,9198.130371217376,6688.14142048556,8175.710169221166,1,0
bnei_reem,bnei_reem,2318,6003,338.2352084971793,1.7277617601698287,1.4584520354056447,False,False,0.4801031593702125,marching_cubes,0.3468057366362451,8779.509997538731,8871.207560066301,6330.18281922139,0,0
bnei_reem,bnei_reem,2327,12878,436.22662839934185,1.8401232233222338,1.2614289030026429,False,False,0.4550081321239368,marching_cubes,0.5104088286932531,9028.742037463193,8364.665709712455,4007.6442505542786,0,0
bnei_reem,bnei_reem,2346,4661,310.87733950268927,1.6694497876994014,1.2448874040356555,False,False,0.48402517414898033,marching_cubes,0.6059322033898306,9042.759851746621,7121.405216169063,9205.528042257885,0,0
bnei_reem,bnei_reem,2351,5201,322.4469823057333,1.4114136056242483,2.7174049596958727,False,False,0.36506265397749643,marching_cubes,0.4383964692901802,9019.41279901942,9369.105755393386,778.8425758800231,0,0
bnei_reem,bnei_reem,2423,14507,453.89482991007856,1.2237465961739835,1.7638823897446356,False,False,0.28105619790559483,marching_cubes,0.7201854803651645,9317.554468392638,5757.7803615092025,6428.011048846626,1,0
bnei_reem,bnei_reem,2520,12302,429.62341193645466,1.500031079649352,1.3860434807686177,False,False,0.38952898896376076,marching_cubes,0.48594548551959116,9486.621220316454,8319.405512936597,4866.499730101691,0,0
bnei_reem,bnei_reem,2545,6336,344.3772247052717,1.4583350410426923,1.9481618060863386,False,False,0.6337422118207493,marching_cubes,0.4647577092511013,9415.732733228218,3479.452175851326,1577.167655012784,0,0
mishmar_label_downsample_1,mishmar,73,6288,343.5053799000975,3.149463193826554,1.3683518283554836,False,False,0.3459933299817098,marching_cubes,0.5923366834170855,187.41359826447203,3826.1591893431937,6777.130773028785,0,0
mishmar_label_downsample_1,mishmar,105,863993,1772.553859542398,1.3393459229906266,2.1245144225387476,False,False,0.1238994773239145,marching_cubes,0.6105238110098614,1549.5037091976394,5987.492550436518,4906.234872864442,1,0
mishmar_label_downsample_1,mishmar,124,26034,551.5814672511815,2.440858578179515,1.4082510134036357,False,False,0.5014126822242563,marching_cubes,0.6280361962216224,185.81482108216179,6291.289157981755,6807.410325296766,0,0
mishmar_label_downsample_1,mishmar,195,5044,319.16926112580927,3.0025639693220394,1.8558766098463333,False,False,0.3149185057480689,marching_cubes,0.773695054945055,406.9429796114195,5046.188110696273,6724.010090139175,0,0
mishmar_label_downsample_1,mishmar,315,14339,452.13589520374455,2.976205551042107,1.3032889911926993,False,False,0.3938528948298733,marching_cubes,0.7327603047470209,554.9573920115071,4117.099965790222,5579.191342424018,0,0
mishmar_label_downsample_1,mishmar,442,5423,326.9709986409664,1.4138544373954702,1.6905782304579606,False,False,0.4493029726011113,marching_cubes,0.5092393639879673,559.8737155152129,6591.6347183713815,377.16398986612575,1,0
mishmar_label_downsample_1,mishmar,531,23160,530.4879832610827,1.1285690421015144,2.492056019540945,False,False,0.3056850387176776,marching_cubes,0.6300992282249173,886.7976688729707,6025.568920747582,6259.349092681822,1,0
mishmar_label_downsample_1,mishmar,534,27883,564.3422064621733,2.3563373727870087,1.222629101019522,False,False,0.26483185696040434,marching_cubes,0.7307724565964941,1186.676780545422,6792.147947144425,5568.254571977907,0,0
mishmar_label_downsample_1,mishmar,584,86054,821.6491046256593,1.5693882325761597,1.8224234925662994,False,False,0.20142375784205171,marching_cubes,0.6137055369385434,1402.082163434913,4050.9795913656662,6033.9416271245145,1,0
mishmar_label_downsample_1,mishmar,645,8259,376.18821631485315,2.165772382602101,2.943899038366288,False,False,0.4216072350354007,marching_cubes,0.8205202312138729,862.8963301603101,1947.0625662014772,121.5595075154377,1,0
mishmar_label_downsample_1,mishmar,682,9627,395.9068562527955,1.5620533510472747,2.1412796863661034,False,False,0.35767174841046667,marching_cubes,0.28154020385050965,719.4368752228108,4031.528048607147,3121.997356188013,1,0
mishmar_label_downsample_1,mishmar,750,8277,376.46131130464363,1.567283699399048,1.3069768455333504,False,False,0.7074452483288124,marching_cubes,0.37236180904522614,770.9337180322581,2054.150523967742,6281.742354526882,2,0
mishmar_label_downsample_1,mishmar,782,4854,315.1103172292057,1.3787131966840684,4.083695432578975,False,False,0.4714498267512029,marching_cubes,0.7514739229024944,897.1998886112484,1129.3190051825297,69.37337142583436,1,0
mishmar_label_downsample_1,mishmar,1095,5535,329.2066307332113,1.81819798400629,2.3193032541697187,False,False,0.41496862718949584,marching_cubes,0.6565302144249513,1278.6360072245711,6650.491535147787,6984.809219147425,1,0
mishmar_label_downsample_1,mishmar,1165,12189,428.303928575374,1.2704498822162171,4.6343254932397375,False,False,0.37117214369440854,marching_cubes,0.3672690763052209,1392.0812657236852,5466.918690107966,6985.9086739894165,1,0
mishmar_label_downsample_1,mishmar,1210,13259,440.4868581022123,1.2911573022218146,1.7004116701336434,False,False,0.5295738052742586,marching_cubes,0.6497005988023952,1482.2181322257334,3741.41999870405,6968.041535879554,1,0
mishmar_label_downsample_1,mishmar,1354,8020,372.52391203155616,2.292641344575842,1.2706968857222853,False,False,0.46265712238285794,marching_cubes,0.5114061967994552,1469.5002577387781,3060.211819248504,6947.0160138215715,0,0
mishmar_label_downsample_1,mishmar,1408,4465,306.45721698785854,1.1949085536872899,2.165392180490604,False,False,0.470779193193779,marching_cubes,0.59353471118177,1538.5180820132139,5288.864405632027,6031.538076176932,1,0
mishmar_label_downsample_1,mishmar,1621,27712,563.1861798738408,2.782528009162558,1.71607226122787,False,False,0.3187195567311739,marching_cubes,0.6901884473576403,2182.257531379619,5684.880011394992,5729.941082553767,0,0
mishmar_label_downsample_1,mishmar,1766,59391,726.1108252873578,2.071011368352833,1.490535513969953,False,False,0.21399649423009784,marching_cubes,0.6531784790905734,2296.6803878451956,5662.9564383721945,6826.183631714014,0,0
mishmar_label_downsample_1,mishmar,1961,55761,711.005374328064,1.9555113478683797,2.3544622423911643,False,False,0.27673975335604956,marching_cubes,0.6703965772585158,2807.7330063500835,5435.221579582648,4394.250083722081,1,0
mishmar_label_downsample_1,mishmar,1998,7309,361.1730634777039,2.185131957880436,3.145595267723234,False,False,0.37703288891236386,marching_cubes,0.6725925925925926,2563.5006314549187,6902.067465314818,5124.080861756875,1,0
mishmar_label_downsample_1,mishmar,2064,4795,313.82839526405263,3.223478637297428,1.3344393877758172,False,False,0.5084209009129184,marching_cubes,0.7301762114537445,2132.4487107891555,4081.2699458429615,6835.034525910115,0,0
mishmar_label_downsample_1,mishmar,2073,5473,327.97281566971304,1.6988824531602527,2.450750847713078,False,False,0.32870210252746684,marching_cubes,0.5927354548376728,2154.635873543395,6736.371500109081,6357.201828374201,1,0
mishmar_label_downsample_1,mishmar,2321,9695,396.83682845005507,1.4911213017201983,1.772247049534644,False,False,0.39766948584453854,marching_cubes,0.6503259452411995,2582.40368153409,3745.510129218773,6820.6164872462095,1,0
mishmar_label_downsample_1,mishmar,2327,27957,564.8410101961352,1.5327598705261176,1.984982894068715,False,False,0.5089863834042987,marching_cubes,0.5475437135720234,2681.7167336254247,6514.348966524556,5772.334942850771,1,0
mishmar_label_downsample_1,mishmar,2459,5875,335.8138902758647,2.2268088644108857,1.3381320310804512,False,False,0.6563115510759598,marching_cubes,0.5700824499411072,2551.36832206366,6611.562695480341,3796.7100540374468,2,0
