soil,object_id,n_voxels,diameter_um,elongation,flatness,near_planar,near_linear,sphericity,sphericity_method,pore_contact_fraction,centroid_z_um,centroid_y_um,centroid_x_um,cluster_id,archetype_id
bnei_reem,2262,22,52.1479122261942,1.9279046853888802,2.4716002678463065,False,False,0.7728941564970411,marching_cubes,0.3181818181818182,8388.492415772727,7315.981762272728,9761.687874227273,1,3
bnei_reem,2264,409,138.14562478840952,1.2657193254646035,1.8209204733021689,False,False,0.7118555721652275,marching_cubes,0.9297520661157025,8441.636419992667,1211.1978501833742,468.2687101026895,3,1
bnei_reem,2266,13,43.759983512075856,1.4951676197550063,1.4934526047375702,False,False,0.9939106412680261,marching_cubes,1.0,8374.698572461539,4190.8108590769225,4962.741603769231,0,2
bnei_reem,2267,683,163.896470115993,1.2154774728060305,1.622225165164766,False,False,0.558736930097585,marching_cubes,0.41404358353510895,8477.104702874085,6187.264973464128,672.1077010937042,4,3
bnei_reem,2275,242,115.97591855581209,1.462483880846358,1.220640228106899,False,False,0.8443440742115477,marching_cubes,0.8652482269503546,8446.571505082644,6872.361653210744,7990.616562752067,0,2
bnei_reem,2276,103,87.23855039633722,1.962253159054318,1.6162226032859635,False,False,0.7529610710381465,marching_cubes,0.3037974683544304,8454.550000446603,8361.053926097087,6990.360699029126,1,3
bnei_reem,2278,1165,195.82644537511405,2.6442338668113976,1.363073507271924,False,False,0.555598504203003,marching_cubes,0.3528481012658228,8538.831599333906,3561.962420435193,1126.0412281502147,4,3
bnei_reem,2279,11,41.389825362903004,1.1356408218055254,1.952671784479019,False,False,0.861764612902953,marching_cubes,1.0,8435.538337636364,3795.037697,5040.050064,3,1
bnei_reem,2280,152,99.32164294727212,2.582663584552782,1.0443467910281514,False,False,0.599039193682567,marching_cubes,0.6793893129770993,8539.525614585527,5685.747267335527,650.4340924934211,2,0
bnei_reem,2281,129,94.03566547917369,2.485526706756057,1.4324221143055071,False,False,0.6664082102240653,marching_cubes,0.7909090909090909,8526.131203689923,2274.673757658915,4219.460517542636,2,0
bnei_reem,2283,182,105.46778574206523,1.2370549893138136,1.4183452612907874,False,False,0.8482352923505642,marching_cubes,0.9137931034482759,8495.27669326923,5631.979020692308,7185.153789401099,0,2
bnei_reem,2284,20844,512.1805164994244,2.4469506292318637,1.4641095599929326,False,False,0.2925796068511244,marching_cubes,0.8615276476101218,9198.130371217376,6688.14142048556,8175.710169221166,4,3
bnei_reem,2287,143,97.32133209449822,1.6102220041016553,1.2727697060484928,False,False,0.8624245635031421,marching_cubes,0.9894736842105263,8470.468754538462,2021.1389575664336,1049.4859492657342,0,2
bnei_reem,2289,22,52.1479122261942,1.6071030835401294,1.9657962357625878,False,False,0.704592348801332,marching_cubes,0.8181818181818182,8485.311559318181,6448.018595136364,9752.142324863637,3,1
bnei_reem,2291,9,38.71181515580866,2.114003586468943,2.09836928483632,False,False,0.8153231272557685,marching_cubes,0.8888888888888888,8460.084036,9380.093174666668,2561.6921125555555,3,1
bnei_reem,2294,977,184.6690947010472,2.177831200627605,1.588793692185388,False,False,0.5696608261103786,marching_cubes,0.21062271062271062,8630.996685609007,4666.842672094165,619.5353249211873,1,3
bnei_reem,2295,44,65.70225232185228,1.42276076018983,1.4084307109875447,False,False,0.8797826605594106,marching_cubes,0.358974358974359,8504.06174556818,6186.538725068182,12.61376165909091,1,3
bnei_reem,2296,14,44.85443365117,1.5125220502158774,2.7370236548939717,True,False,0.878563223528341,marching_cubes,0.9285714285714286,8495.44153007143,6667.5662305000005,8176.152644214286,3,1
bnei_reem,2297,18,48.77383079444271,2.6862918911596023,1.7638850457683857,False,False,0.7507081891815927,marching_cubes,0.7222222222222222,8515.084582333333,3091.6973772222223,950.0094366666667,2,0
bnei_reem,2299,15,45.89793204411758,1.1470786693559385,3.4871191548309532,True,False,0.8499445298163028,marching_cubes,1.0,8529.0847214,2754.0273564,1770.017582,3,1
bnei_reem,2304,14,44.85443365117,1.8146829857710598,2.2816945689864756,False,False,0.7985825587482612,marching_cubes,1.0,8537.22765942857,6909.711492928572,9236.877466357144,3,1
bnei_reem,2305,95,84.91881021212326,1.5059192343384473,1.617682892539831,False,False,0.804044998923787,marching_cubes,0.5526315789473685,8577.0851982,8691.244226905264,3635.5624286842108,1,3
bnei_reem,2307,95,84.91881021212326,2.870743509204803,1.2900764478822926,False,False,0.45514218441853194,marching_cubes,0.7419354838709677,8615.611896684211,7495.969196063158,4439.254622473684,2,0
bnei_reem,2309,14,44.85443365117,1.8720790214397345,1.2358231978759846,False,False,0.8411525341916102,marching_cubes,0.8571428571428571,8595.085377,6916.140128214286,713.5785167142857,0,2
bnei_reem,2310,37,62.01497985297574,1.6111309164781298,1.0764432710301022,False,False,0.9568602158926856,marching_cubes,0.9411764705882353,8610.085526,1020.010132,1185.4171804324326,0,2
bnei_reem,2314,12,42.607865772378865,2.065742174299871,1.394187368203705,False,False,0.8173118281763276,marching_cubes,0.25,8598.835414250001,7467.574177166666,2782.5276395,1,3
bnei_reem,2315,72,77.42363031161732,1.703401351917558,1.4151957555523786,False,False,0.5517526468655097,marching_cubes,0.9166666666666666,8636.752457555556,8413.000234972222,4138.166105375,4,3
bnei_reem,2316,15,45.89793204411758,2.5949500968218566,2.979206637044119,False,False,0.6455316575377084,marching_cubes,1.0,8659.086012733333,6069.060285400001,632.0062778666667,3,1
bnei_reem,2318,6003,338.2352084971793,1.7277617601698287,1.4584520354056447,False,False,0.4801031593702125,marching_cubes,0.3468057366362451,8779.509997538731,8871.207560066301,6330.18281922139,4,3
bnei_reem,2319,21,51.34550904215774,1.9992005991916462,1.2492096960146926,False,False,0.8424649530925882,marching_cubes,0.7142857142857143,8664.37177952381,3434.3198281904765,887.8659622380952,0,2
bnei_reem,2320,43,65.20068885104985,1.3843566762354784,1.7047917149721037,False,False,0.7657251937180344,marching_cubes,0.5853658536585366,8661.713945813954,8527.061445488373,7005.418423674419,0,2
bnei_reem,2322,572,154.48798494575294,1.4635760392214523,2.9073224038295713,False,False,0.39515407549825315,marching_cubes,0.722567287784679,8862.885239916084,7157.45746034091,8879.957087816434,5,1
bnei_reem,2326,3678,287.27639388757973,1.957200477409745,1.2410191835754767,False,False,0.3625544542638054,marching_cubes,0.3907129455909944,8933.645020579663,8286.065178555466,6164.730893141109,4,3
